disease,loc,number,population,year
MEASLES,OREGON,9613,1556000,1951
MEASLES,PENNSYLVANIA,31369,10461000,1951
MEASLES,RHODE ISLAND,888,784000,1951
MEASLES,SOUTH CAROLINA,743,2167000,1951
MEASLES,SOUTH DAKOTA,699,655000,1951
MEASLES,TENNESSEE,2719,3372000,1951
MEASLES,TEXAS,65601,8111000,1951
MEASLES,UTAH,2340,706000,1951
MEASLES,VERMONT,4275,378000,1951
MEASLES,VIRGINIA,14035,3434000,1951
MEASLES,WASHINGTON,17776,2424000,1951
MEASLES,WEST VIRGINIA,4509,1984000,1951
MEASLES,WISCONSIN,32948,3439000,1951
MEASLES,WYOMING,2193,291000,1951
PERTUSSIS,ALABAMA,1209,3059000,1951
PERTUSSIS,ALASKA,78,158000,1951
PERTUSSIS,ARIZONA,1806,785000,1951
PERTUSSIS,ARKANSAS,1541,1901000,1951
PERTUSSIS,CALIFORNIA,2707,11134000,1951
PERTUSSIS,COLORADO,891,1326000,1951
PERTUSSIS,CONNECTICUT,494,2028000,1951
PERTUSSIS,DELAWARE,64,331000,1951
PERTUSSIS,DISTRICT OF COLUMBIA,195,808000,1951
PERTUSSIS,FLORIDA,821,2980000,1951
PERTUSSIS,GEORGIA,1111,3531000,1951
PERTUSSIS,HAWAII,9,514000,1951
PERTUSSIS,IDAHO,275,589000,1951
PERTUSSIS,ILLINOIS,1364,8790000,1951
PERTUSSIS,INDIANA,948,4096000,1951
PERTUSSIS,IOWA,462,2617000,1951
PERTUSSIS,KANSAS,1163,1950000,1951
PERTUSSIS,KENTUCKY,1293,2941000,1951
PERTUSSIS,LOUISIANA,166,2769000,1951
PERTUSSIS,MAINE,949,916000,1951
PERTUSSIS,MARYLAND,424,2441000,1951
PERTUSSIS,MASSACHUSETTS,2224,4654000,1951
PERTUSSIS,MICHIGAN,2966,6497000,1951
PERTUSSIS,MINNESOTA,346,3010000,1951
PERTUSSIS,MISSISSIPPI,485,2163000,1951
PERTUSSIS,MISSOURI,549,4015000,1951
PERTUSSIS,MONTANA,456,596000,1951
PERTUSSIS,NEBRASKA,131,1316000,1951
PERTUSSIS,NEVADA,7,168000,1951
PERTUSSIS,NEW HAMPSHIRE,266,529000,1951
PERTUSSIS,NEW JERSEY,2863,5006000,1951
PERTUSSIS,NEW MEXICO,843,717000,1951
PERTUSSIS,NEW YORK,3578,14890000,1951
PERTUSSIS,NORTH CAROLINA,1991,4120000,1951
PERTUSSIS,NORTH DAKOTA,243,604000,1951
PERTUSSIS,OHIO,1981,8061000,1951
PERTUSSIS,OKLAHOMA,1031,2210000,1951
PERTUSSIS,OREGON,273,1556000,1951
PERTUSSIS,PENNSYLVANIA,3684,10461000,1951
PERTUSSIS,RHODE ISLAND,414,784000,1951
PERTUSSIS,SOUTH CAROLINA,234,2167000,1951
PERTUSSIS,SOUTH DAKOTA,103,655000,1951
PERTUSSIS,TENNESSEE,1033,3372000,1951
PERTUSSIS,TEXAS,12796,8111000,1951
PERTUSSIS,UTAH,173,706000,1951
PERTUSSIS,VERMONT,751,378000,1951
PERTUSSIS,VIRGINIA,1945,3434000,1951
PERTUSSIS,WASHINGTON,633,2424000,1951
PERTUSSIS,WEST VIRGINIA,1263,1984000,1951
PERTUSSIS,WISCONSIN,2631,3439000,1951
PERTUSSIS,WYOMING,414,291000,1951
POLIO,ALABAMA,677,3059000,1951
POLIO,ALASKA,32,158000,1951
POLIO,ARIZONA,292,785000,1951
POLIO,ARKANSAS,443,1901000,1951
POLIO,CALIFORNIA,3179,11134000,1951
POLIO,COLORADO,1077,1326000,1951
POLIO,CONNECTICUT,294,2028000,1951
POLIO,DELAWARE,14,331000,1951
POLIO,DISTRICT OF COLUMBIA,66,808000,1951
POLIO,FLORIDA,344,2980000,1951
POLIO,GEORGIA,656,3531000,1951
POLIO,HAWAII,28,514000,1951
POLIO,IDAHO,126,589000,1951
POLIO,ILLINOIS,1694,8790000,1951
POLIO,INDIANA,362,4096000,1951
POLIO,IOWA,442,2617000,1951
POLIO,KANSAS,788,1950000,1951
POLIO,KENTUCKY,318,2941000,1951
POLIO,LOUISIANA,815,2769000,1951
POLIO,MAINE,50,916000,1951
POLIO,MARYLAND,146,2441000,1951
POLIO,MASSACHUSETTS,294,4654000,1951
POLIO,MICHIGAN,1479,6497000,1951
POLIO,MINNESOTA,579,3010000,1951
POLIO,MISSISSIPPI,691,2163000,1951
POLIO,MISSOURI,701,4015000,1951
POLIO,MONTANA,134,596000,1951
POLIO,NEBRASKA,434,1316000,1951
POLIO,NEVADA,40,168000,1951
POLIO,NEW HAMPSHIRE,37,529000,1951
POLIO,NEW JERSEY,448,5006000,1951
POLIO,NEW MEXICO,141,717000,1951
POLIO,NEW YORK,1735,14890000,1951
POLIO,NORTH CAROLINA,320,4120000,1951
POLIO,NORTH DAKOTA,94,604000,1951
POLIO,OHIO,1131,8061000,1951
POLIO,OKLAHOMA,659,2210000,1951
POLIO,OREGON,362,1556000,1951
POLIO,PENNSYLVANIA,776,10461000,1951
POLIO,RHODE ISLAND,15,784000,1951
POLIO,SOUTH CAROLINA,125,2167000,1951
POLIO,SOUTH DAKOTA,129,655000,1951
POLIO,TENNESSEE,708,3372000,1951
POLIO,TEXAS,1924,8111000,1951
POLIO,UTAH,572,706000,1951
POLIO,VERMONT,29,378000,1951
POLIO,VIRGINIA,241,3434000,1951
POLIO,WASHINGTON,427,2424000,1951
POLIO,WEST VIRGINIA,278,1984000,1951
POLIO,WISCONSIN,1370,3439000,1951
POLIO,WYOMING,204,291000,1951
SMALLPOX,ALABAMA,1,3059000,1951
SMALLPOX,ARIZONA,3,785000,1951
SMALLPOX,IDAHO,1,589000,1951
SMALLPOX,KENTUCKY,1,2941000,1951
SMALLPOX,MISSOURI,2,4015000,1951
SMALLPOX,NEBRASKA,3,1316000,1951
SMALLPOX,NEVADA,2,168000,1951
SMALLPOX,OHIO,2,8061000,1951
SMALLPOX,SOUTH DAKOTA,1,655000,1951
SMALLPOX,WISCONSIN,2,3439000,1951
SMALLPOX,WYOMING,1,291000,1951
MEASLES,ALABAMA,10797,3068000,1952
MEASLES,ARIZONA,3576,842000,1952
MEASLES,ARKANSAS,3470,1838000,1952
MEASLES,CALIFORNIA,39016,11635000,1952
MEASLES,COLORADO,5287,1365000,1952
MEASLES,CONNECTICUT,24540,2081000,1952
MEASLES,DELAWARE,410,341000,1952
MEASLES,DISTRICT OF COLUMBIA,2308,805000,1952
MEASLES,FLORIDA,3478,3157000,1952
MEASLES,GEORGIA,8084,3584000,1952
MEASLES,IDAHO,1156,587000,1952
MEASLES,ILLINOIS,26386,8956000,1952
MEASLES,INDIANA,7434,4148000,1952
MEASLES,IOWA,3177,2626000,1952
MEASLES,KANSAS,6454,1977000,1952
MEASLES,KENTUCKY,10603,2920000,1952
MEASLES,LOUISIANA,681,2842000,1952
MEASLES,MAINE,9043,915000,1952
MEASLES,MARYLAND,8706,2500000,1952
MEASLES,MASSACHUSETTS,43721,4650000,1952
MEASLES,MICHIGAN,27106,6650000,1952
MEASLES,MINNESOTA,2942,3030000,1952
MEASLES,MISSISSIPPI,1394,2152000,1952
MEASLES,MISSOURI,2426,3972000,1952
MEASLES,MONTANA,3881,602000,1952
MEASLES,NEBRASKA,2810,1311000,1952
MEASLES,NEVADA,517,181000,1952
MEASLES,NEW HAMPSHIRE,2398,535000,1952
MEASLES,NEW JERSEY,65744,5125000,1952
MEASLES,NEW MEXICO,1553,735000,1952
MEASLES,NEW YORK,76056,15192000,1952
MEASLES,NORTH CAROLINA,3847,4109000,1952
MEASLES,NORTH DAKOTA,2633,608000,1952
MEASLES,OHIO,20528,8275000,1952
MEASLES,OKLAHOMA,2046,2219000,1952
MEASLES,OREGON,3324,1582000,1952
MEASLES,PENNSYLVANIA,37656,10503000,1952
MEASLES,RHODE ISLAND,5341,802000,1952
MEASLES,SOUTH CAROLINA,1786,2178000,1952
MEASLES,SOUTH DAKOTA,755,651000,1952
MEASLES,TENNESSEE,6725,3352000,1952
MEASLES,TEXAS,23560,8314000,1952
MEASLES,UTAH,4727,724000,1952
MEASLES,VERMONT,5246,375000,1952
MEASLES,VIRGINIA,13200,3504000,1952
MEASLES,WASHINGTON,5973,2448000,1952
MEASLES,WEST VIRGINIA,5289,1957000,1952
MEASLES,WISCONSIN,39581,3469000,1952
MEASLES,WYOMING,681,293000,1952
PERTUSSIS,ALABAMA,945,3068000,1952
PERTUSSIS,ARIZONA,1704,842000,1952
PERTUSSIS,ARKANSAS,1035,1838000,1952
PERTUSSIS,CALIFORNIA,3469,11635000,1952
PERTUSSIS,COLORADO,653,1365000,1952
PERTUSSIS,CONNECTICUT,511,2081000,1952
PERTUSSIS,DELAWARE,77,341000,1952
PERTUSSIS,DISTRICT OF COLUMBIA,172,805000,1952
PERTUSSIS,FLORIDA,568,3157000,1952
PERTUSSIS,GEORGIA,803,3584000,1952
PERTUSSIS,IDAHO,219,587000,1952
PERTUSSIS,ILLINOIS,984,8956000,1952
PERTUSSIS,INDIANA,703,4148000,1952
PERTUSSIS,IOWA,350,2626000,1952
PERTUSSIS,KANSAS,754,1977000,1952
PERTUSSIS,KENTUCKY,1653,2920000,1952
PERTUSSIS,LOUISIANA,210,2842000,1952
PERTUSSIS,MAINE,585,915000,1952
PERTUSSIS,MARYLAND,326,2500000,1952
PERTUSSIS,MASSACHUSETTS,2059,4650000,1952
PERTUSSIS,MICHIGAN,2316,6650000,1952
PERTUSSIS,MINNESOTA,241,3030000,1952
PERTUSSIS,MISSISSIPPI,395,2152000,1952
PERTUSSIS,MISSOURI,464,3972000,1952
PERTUSSIS,MONTANA,316,602000,1952
PERTUSSIS,NEBRASKA,158,1311000,1952
PERTUSSIS,NEVADA,11,181000,1952
PERTUSSIS,NEW HAMPSHIRE,295,535000,1952
PERTUSSIS,NEW JERSEY,2178,5125000,1952
PERTUSSIS,NEW MEXICO,538,735000,1952
PERTUSSIS,NEW YORK,3135,15192000,1952
PERTUSSIS,NORTH CAROLINA,1192,4109000,1952
PERTUSSIS,NORTH DAKOTA,205,608000,1952
PERTUSSIS,OHIO,1707,8275000,1952
PERTUSSIS,OKLAHOMA,688,2219000,1952
PERTUSSIS,OREGON,320,1582000,1952
PERTUSSIS,PENNSYLVANIA,2708,10503000,1952
PERTUSSIS,RHODE ISLAND,309,802000,1952
PERTUSSIS,SOUTH CAROLINA,219,2178000,1952
PERTUSSIS,SOUTH DAKOTA,112,651000,1952
PERTUSSIS,TENNESSEE,897,3352000,1952
PERTUSSIS,TEXAS,11044,8314000,1952
PERTUSSIS,UTAH,221,724000,1952
PERTUSSIS,VERMONT,604,375000,1952
PERTUSSIS,VIRGINIA,1307,3504000,1952
PERTUSSIS,WASHINGTON,361,2448000,1952
PERTUSSIS,WEST VIRGINIA,1813,1957000,1952
PERTUSSIS,WISCONSIN,2061,3469000,1952
PERTUSSIS,WYOMING,367,293000,1952
POLIO,ALABAMA,419,3068000,1952
POLIO,ARIZONA,356,842000,1952
POLIO,ARKANSAS,418,1838000,1952
POLIO,CALIFORNIA,3721,11635000,1952
POLIO,COLORADO,791,1365000,1952
POLIO,CONNECTICUT,368,2081000,1952
POLIO,DELAWARE,103,341000,1952
POLIO,DISTRICT OF COLUMBIA,118,805000,1952
POLIO,FLORIDA,574,3157000,1952
POLIO,GEORGIA,578,3584000,1952
POLIO,IDAHO,313,587000,1952
POLIO,ILLINOIS,3333,8956000,1952
POLIO,INDIANA,1144,4148000,1952
POLIO,IOWA,2705,2626000,1952
POLIO,KANSAS,1370,1977000,1952
POLIO,KENTUCKY,1344,2920000,1952
POLIO,LOUISIANA,901,2842000,1952
POLIO,MAINE,151,915000,1952
POLIO,MARYLAND,198,2500000,1952
POLIO,MASSACHUSETTS,493,4650000,1952
POLIO,MICHIGAN,3114,6650000,1952
POLIO,MINNESOTA,3094,3030000,1952
POLIO,MISSISSIPPI,783,2152000,1952
POLIO,MISSOURI,1009,3972000,1952
POLIO,MONTANA,232,602000,1952
POLIO,NEBRASKA,1702,1311000,1952
POLIO,NEVADA,98,181000,1952
POLIO,NEW HAMPSHIRE,53,535000,1952
POLIO,NEW JERSEY,658,5125000,1952
POLIO,NEW MEXICO,418,735000,1952
POLIO,NEW YORK,2361,15192000,1952
POLIO,NORTH CAROLINA,1057,4109000,1952
POLIO,NORTH DAKOTA,260,608000,1952
POLIO,OHIO,3052,8275000,1952
POLIO,OKLAHOMA,955,2219000,1952
POLIO,OREGON,462,1582000,1952
POLIO,PENNSYLVANIA,1309,10503000,1952
POLIO,RHODE ISLAND,96,802000,1952
POLIO,SOUTH CAROLINA,158,2178000,1952
POLIO,SOUTH DAKOTA,655,651000,1952
POLIO,TENNESSEE,668,3352000,1952
POLIO,TEXAS,3498,8314000,1952
POLIO,UTAH,457,724000,1952
POLIO,VERMONT,54,375000,1952
POLIO,VIRGINIA,583,3504000,1952
POLIO,WASHINGTON,996,2448000,1952
POLIO,WEST VIRGINIA,610,1957000,1952
POLIO,WISCONSIN,1905,3469000,1952
POLIO,WYOMING,167,293000,1952
SMALLPOX,ARIZONA,3,842000,1952
SMALLPOX,IDAHO,2,587000,1952
SMALLPOX,IOWA,1,2626000,1952
SMALLPOX,KANSAS,1,1977000,1952
SMALLPOX,MONTANA,1,602000,1952
SMALLPOX,NEBRASKA,1,1311000,1952
SMALLPOX,NEVADA,2,181000,1952
SMALLPOX,NEW MEXICO,1,735000,1952
SMALLPOX,SOUTH DAKOTA,1,651000,1952
SMALLPOX,TEXAS,1,8314000,1952
SMALLPOX,WISCONSIN,1,3469000,1952
SMALLPOX,WYOMING,1,293000,1952
MEASLES,ALABAMA,2869,3053000,1953
MEASLES,ARIZONA,4988,894000,1953
MEASLES,ARKANSAS,12948,1780000,1953
MEASLES,CALIFORNIA,53771,12251000,1953
MEASLES,COLORADO,9788,1431000,1953
MEASLES,CONNECTICUT,2168,2168000,1953
MEASLES,DELAWARE,407,351000,1953
MEASLES,DISTRICT OF COLUMBIA,357,810000,1953
MEASLES,FLORIDA,1276,3310000,1953
MEASLES,GEORGIA,3078,3558000,1953
MEASLES,IDAHO,1933,596000,1953
MEASLES,ILLINOIS,15746,9065000,1953
MEASLES,INDIANA,6799,4182000,1953
MEASLES,IOWA,10879,2629000,1953
MEASLES,KANSAS,14973,1994000,1953
MEASLES,KENTUCKY,3907,2903000,1953
MEASLES,LOUISIANA,4469,2866000,1953
MEASLES,MAINE,1658,913000,1953
MEASLES,MARYLAND,2040,2567000,1953
MEASLES,MASSACHUSETTS,3281,4806000,1953
MEASLES,MICHIGAN,22037,6822000,1953
MEASLES,MINNESOTA,4156,3050000,1953
MEASLES,MISSISSIPPI,2430,2105000,1953
MEASLES,MISSOURI,8799,4020000,1953
MEASLES,MONTANA,3113,616000,1953
MEASLES,NEBRASKA,2422,1318000,1953
MEASLES,NEVADA,200,195000,1953
MEASLES,NEW HAMPSHIRE,278,547000,1953
MEASLES,NEW JERSEY,4246,5229000,1953
MEASLES,NEW MEXICO,5012,756000,1953
MEASLES,NEW YORK,11516,15527000,1953
MEASLES,NORTH CAROLINA,4757,4120000,1953
MEASLES,NORTH DAKOTA,1550,609000,1953
MEASLES,OHIO,27058,8591000,1953
MEASLES,OKLAHOMA,3777,2182000,1953
MEASLES,OREGON,8936,1601000,1953
MEASLES,PENNSYLVANIA,15586,10662000,1953
MEASLES,RHODE ISLAND,505,815000,1953
MEASLES,SOUTH CAROLINA,1949,2181000,1953
MEASLES,SOUTH DAKOTA,446,648000,1953
MEASLES,TENNESSEE,2814,3319000,1953
MEASLES,TEXAS,73840,8336000,1953
MEASLES,UTAH,5730,739000,1953
MEASLES,VERMONT,565,379000,1953
MEASLES,VIRGINIA,4943,3557000,1953
MEASLES,WASHINGTON,11667,2466000,1953
MEASLES,WEST VIRGINIA,5972,1929000,1953
MEASLES,WISCONSIN,40911,3506000,1953
MEASLES,WYOMING,1443,290000,1953
PERTUSSIS,ALABAMA,317,3053000,1953
PERTUSSIS,ARIZONA,249,894000,1953
PERTUSSIS,ARKANSAS,569,1780000,1953
PERTUSSIS,CALIFORNIA,2059,12251000,1953
PERTUSSIS,COLORADO,180,1431000,1953
PERTUSSIS,CONNECTICUT,613,2168000,1953
PERTUSSIS,DELAWARE,34,351000,1953
PERTUSSIS,DISTRICT OF COLUMBIA,154,810000,1953
PERTUSSIS,FLORIDA,202,3310000,1953
PERTUSSIS,GEORGIA,119,3558000,1953
PERTUSSIS,IDAHO,96,596000,1953
PERTUSSIS,ILLINOIS,541,9065000,1953
PERTUSSIS,INDIANA,745,4182000,1953
PERTUSSIS,IOWA,299,2629000,1953
PERTUSSIS,KANSAS,170,1994000,1953
PERTUSSIS,KENTUCKY,742,2903000,1953
PERTUSSIS,LOUISIANA,105,2866000,1953
PERTUSSIS,MAINE,427,913000,1953
PERTUSSIS,MARYLAND,439,2567000,1953
PERTUSSIS,MASSACHUSETTS,1729,4806000,1953
PERTUSSIS,MICHIGAN,2771,6822000,1953
PERTUSSIS,MINNESOTA,157,3050000,1953
PERTUSSIS,MISSISSIPPI,149,2105000,1953
PERTUSSIS,MISSOURI,202,4020000,1953
PERTUSSIS,MONTANA,154,616000,1953
PERTUSSIS,NEBRASKA,53,1318000,1953
PERTUSSIS,NEVADA,1,195000,1953
PERTUSSIS,NEW HAMPSHIRE,98,547000,1953
PERTUSSIS,NEW JERSEY,1788,5229000,1953
PERTUSSIS,NEW MEXICO,364,756000,1953
PERTUSSIS,NEW YORK,5363,15527000,1953
PERTUSSIS,NORTH CAROLINA,221,4120000,1953
PERTUSSIS,NORTH DAKOTA,3,609000,1953
PERTUSSIS,OHIO,1336,8591000,1953
PERTUSSIS,OKLAHOMA,230,2182000,1953
PERTUSSIS,OREGON,908,1601000,1953
PERTUSSIS,PENNSYLVANIA,2505,10662000,1953
PERTUSSIS,RHODE ISLAND,301,815000,1953
PERTUSSIS,SOUTH CAROLINA,269,2181000,1953
PERTUSSIS,SOUTH DAKOTA,38,648000,1953
PERTUSSIS,TENNESSEE,377,3319000,1953
PERTUSSIS,TEXAS,4489,8336000,1953
PERTUSSIS,UTAH,90,739000,1953
PERTUSSIS,VERMONT,505,379000,1953
PERTUSSIS,VIRGINIA,373,3557000,1953
PERTUSSIS,WASHINGTON,513,2466000,1953
PERTUSSIS,WEST VIRGINIA,592,1929000,1953
PERTUSSIS,WISCONSIN,1179,3506000,1953
PERTUSSIS,WYOMING,53,290000,1953
POLIO,ALABAMA,457,3053000,1953
POLIO,ARIZONA,385,894000,1953
POLIO,ARKANSAS,322,1780000,1953
POLIO,CALIFORNIA,3956,12251000,1953
POLIO,COLORADO,195,1431000,1953
POLIO,CONNECTICUT,363,2168000,1953
POLIO,DELAWARE,32,351000,1953
POLIO,DISTRICT OF COLUMBIA,65,810000,1953
POLIO,FLORIDA,679,3310000,1953
POLIO,GEORGIA,461,3558000,1953
POLIO,IDAHO,95,596000,1953
POLIO,ILLINOIS,2023,9065000,1953
POLIO,INDIANA,639,4182000,1953
POLIO,IOWA,605,2629000,1953
POLIO,KANSAS,513,1994000,1953
POLIO,KENTUCKY,377,2903000,1953
POLIO,LOUISIANA,433,2866000,1953
POLIO,MAINE,320,913000,1953
POLIO,MARYLAND,543,2567000,1953
POLIO,MASSACHUSETTS,629,4806000,1953
POLIO,MICHIGAN,2313,6822000,1953
POLIO,MINNESOTA,2231,3050000,1953
POLIO,MISSISSIPPI,343,2105000,1953
POLIO,MISSOURI,885,4020000,1953
POLIO,MONTANA,249,616000,1953
POLIO,NEBRASKA,234,1318000,1953
POLIO,NEVADA,57,195000,1953
POLIO,NEW HAMPSHIRE,115,547000,1953
POLIO,NEW JERSEY,759,5229000,1953
POLIO,NEW MEXICO,108,756000,1953
POLIO,NEW YORK,3145,15527000,1953
POLIO,NORTH CAROLINA,933,4120000,1953
POLIO,NORTH DAKOTA,198,609000,1953
POLIO,OHIO,2608,8591000,1953
POLIO,OKLAHOMA,554,2182000,1953
POLIO,OREGON,338,1601000,1953
POLIO,PENNSYLVANIA,1283,10662000,1953
POLIO,RHODE ISLAND,288,815000,1953
POLIO,SOUTH CAROLINA,171,2181000,1953
POLIO,SOUTH DAKOTA,224,648000,1953
POLIO,TENNESSEE,604,3319000,1953
POLIO,TEXAS,1698,8336000,1953
POLIO,UTAH,222,739000,1953
POLIO,VERMONT,117,379000,1953
POLIO,VIRGINIA,748,3557000,1953
POLIO,WASHINGTON,418,2466000,1953
POLIO,WEST VIRGINIA,516,1929000,1953
POLIO,WISCONSIN,755,3506000,1953
POLIO,WYOMING,75,290000,1953
MEASLES,ALABAMA,8451,3014000,1954
MEASLES,ALASKA,1487,215000,1954
MEASLES,ARIZONA,4959,933000,1954
MEASLES,ARKANSAS,2619,1734000,1954
MEASLES,CALIFORNIA,60293,12746000,1954
MEASLES,COLORADO,1906,1493000,1954
MEASLES,CONNECTICUT,5026,2249000,1954
MEASLES,DELAWARE,1942,368000,1954
MEASLES,DISTRICT OF COLUMBIA,3032,791000,1954
MEASLES,FLORIDA,10945,3505000,1954
MEASLES,GEORGIA,6773,3602000,1954
MEASLES,HAWAII,504,505000,1954
MEASLES,IDAHO,4405,600000,1954
MEASLES,ILLINOIS,33190,9252000,1954
MEASLES,INDIANA,22049,4264000,1954
MEASLES,IOWA,12530,2626000,1954
MEASLES,KANSAS,1355,2042000,1954
MEASLES,KENTUCKY,29774,2902000,1954
MEASLES,LOUISIANA,3028,2883000,1954
MEASLES,MAINE,5810,927000,1954
MEASLES,MARYLAND,11648,2685000,1954
MEASLES,MASSACHUSETTS,23325,4910000,1954
MEASLES,MICHIGAN,40177,7066000,1954
MEASLES,MINNESOTA,2893,3113000,1954
MEASLES,MISSISSIPPI,3012,2064000,1954
MEASLES,MISSOURI,1541,4066000,1954
MEASLES,MONTANA,4680,624000,1954
MEASLES,NEBRASKA,2568,1340000,1954
MEASLES,NEVADA,388,213000,1954
MEASLES,NEW HAMPSHIRE,932,554000,1954
MEASLES,NEW JERSEY,23896,5360000,1954
MEASLES,NEW MEXICO,2716,763000,1954
MEASLES,NEW YORK,86718,15814000,1954
MEASLES,NORTH CAROLINA,9472,4131000,1954
MEASLES,NORTH DAKOTA,2775,611000,1954
MEASLES,OHIO,28597,8873000,1954
MEASLES,OKLAHOMA,3361,2209000,1954
MEASLES,OREGON,3973,1626000,1954
MEASLES,PENNSYLVANIA,38057,10817000,1954
MEASLES,RHODE ISLAND,1825,816000,1954
MEASLES,SOUTH CAROLINA,5546,2176000,1954
MEASLES,SOUTH DAKOTA,809,655000,1954
MEASLES,TENNESSEE,13987,3359000,1954
MEASLES,TEXAS,75953,8382000,1954
MEASLES,UTAH,7829,750000,1954
MEASLES,VERMONT,2866,377000,1954
MEASLES,VIRGINIA,23945,3555000,1954
MEASLES,WASHINGTON,21574,2516000,1954
MEASLES,WEST VIRGINIA,9755,1905000,1954
MEASLES,WISCONSIN,10448,3608000,1954
MEASLES,WYOMING,1148,293000,1954
PERTUSSIS,ALABAMA,748,3014000,1954
PERTUSSIS,ARIZONA,839,933000,1954
PERTUSSIS,ARKANSAS,899,1734000,1954
PERTUSSIS,CALIFORNIA,5670,12746000,1954
PERTUSSIS,COLORADO,280,1493000,1954
PERTUSSIS,CONNECTICUT,1961,2249000,1954
PERTUSSIS,DELAWARE,34,368000,1954
PERTUSSIS,DISTRICT OF COLUMBIA,159,791000,1954
PERTUSSIS,FLORIDA,336,3505000,1954
PERTUSSIS,GEORGIA,341,3602000,1954
PERTUSSIS,HAWAII,114,505000,1954
PERTUSSIS,IDAHO,170,600000,1954
PERTUSSIS,ILLINOIS,1907,9252000,1954
PERTUSSIS,INDIANA,1379,4264000,1954
PERTUSSIS,IOWA,384,2626000,1954
PERTUSSIS,KANSAS,384,2042000,1954
PERTUSSIS,KENTUCKY,2086,2902000,1954
PERTUSSIS,LOUISIANA,159,2883000,1954
PERTUSSIS,MAINE,346,927000,1954
PERTUSSIS,MARYLAND,946,2685000,1954
PERTUSSIS,MASSACHUSETTS,2719,4910000,1954
PERTUSSIS,MICHIGAN,5596,7066000,1954
PERTUSSIS,MINNESOTA,1106,3113000,1954
PERTUSSIS,MISSISSIPPI,256,2064000,1954
PERTUSSIS,MISSOURI,542,4066000,1954
PERTUSSIS,MONTANA,147,624000,1954
PERTUSSIS,NEVADA,31,213000,1954
PERTUSSIS,NEW HAMPSHIRE,213,554000,1954
PERTUSSIS,NEW JERSEY,1975,5360000,1954
PERTUSSIS,NEW MEXICO,273,763000,1954
PERTUSSIS,NEW YORK,4930,15814000,1954
PERTUSSIS,NORTH CAROLINA,797,4131000,1954
PERTUSSIS,NORTH DAKOTA,243,611000,1954
PERTUSSIS,OHIO,2240,8873000,1954
PERTUSSIS,OKLAHOMA,221,2209000,1954
PERTUSSIS,OREGON,798,1626000,1954
PERTUSSIS,PENNSYLVANIA,3699,10817000,1954
PERTUSSIS,RHODE ISLAND,1060,816000,1954
PERTUSSIS,SOUTH CAROLINA,388,2176000,1954
PERTUSSIS,SOUTH DAKOTA,127,655000,1954
PERTUSSIS,TENNESSEE,1098,3359000,1954
PERTUSSIS,TEXAS,5785,8382000,1954
PERTUSSIS,UTAH,556,750000,1954
PERTUSSIS,VERMONT,576,377000,1954
PERTUSSIS,VIRGINIA,1435,3555000,1954
PERTUSSIS,WASHINGTON,1374,2516000,1954
PERTUSSIS,WEST VIRGINIA,1545,1905000,1954
PERTUSSIS,WISCONSIN,2126,3608000,1954
PERTUSSIS,WYOMING,21,293000,1954
POLIO,ALABAMA,376,3014000,1954
POLIO,ALASKA,333,215000,1954
POLIO,ARIZONA,223,933000,1954
POLIO,ARKANSAS,371,1734000,1954
POLIO,CALIFORNIA,4660,12746000,1954
POLIO,COLORADO,397,1493000,1954
POLIO,CONNECTICUT,448,2249000,1954
POLIO,DELAWARE,89,368000,1954
POLIO,DISTRICT OF COLUMBIA,88,791000,1954
POLIO,FLORIDA,1784,3505000,1954
POLIO,GEORGIA,755,3602000,1954
POLIO,HAWAII,234,505000,1954
POLIO,IDAHO,124,600000,1954
POLIO,ILLINOIS,2210,9252000,1954
POLIO,INDIANA,867,4264000,1954
POLIO,IOWA,1450,2626000,1954
POLIO,KANSAS,700,2042000,1954
POLIO,KENTUCKY,846,2902000,1954
POLIO,LOUISIANA,540,2883000,1954
POLIO,MAINE,136,927000,1954
POLIO,MARYLAND,246,2685000,1954
POLIO,MASSACHUSETTS,1054,4910000,1954
POLIO,MICHIGAN,2184,7066000,1954
POLIO,MINNESOTA,689,3113000,1954
POLIO,MISSISSIPPI,520,2064000,1954
POLIO,MISSOURI,655,4066000,1954
POLIO,MONTANA,179,624000,1954
POLIO,NEBRASKA,728,1340000,1954
POLIO,NEVADA,111,213000,1954
POLIO,NEW HAMPSHIRE,96,554000,1954
POLIO,NEW JERSEY,909,5360000,1954
POLIO,NEW MEXICO,226,763000,1954
POLIO,NEW YORK,2468,15814000,1954
POLIO,NORTH CAROLINA,739,4131000,1954
POLIO,NORTH DAKOTA,119,611000,1954
POLIO,OHIO,2438,8873000,1954
POLIO,OKLAHOMA,561,2209000,1954
POLIO,OREGON,381,1626000,1954
POLIO,PENNSYLVANIA,1436,10817000,1954
POLIO,RHODE ISLAND,122,816000,1954
POLIO,SOUTH CAROLINA,321,2176000,1954
POLIO,SOUTH DAKOTA,142,655000,1954
POLIO,TENNESSEE,601,3359000,1954
POLIO,TEXAS,3087,8382000,1954
POLIO,UTAH,276,750000,1954
POLIO,VERMONT,79,377000,1954
POLIO,VIRGINIA,603,3555000,1954
POLIO,WASHINGTON,448,2516000,1954
POLIO,WEST VIRGINIA,388,1905000,1954
POLIO,WISCONSIN,682,3608000,1954
POLIO,WYOMING,273,293000,1954
MEASLES,ALABAMA,2125,3050000,1955
MEASLES,ALASKA,537,222000,1955
